timestamp,packet_count,bandwidth_usage_MB,latency_ms
2025-02-01 07:59:00.371038,524,118.4866306896655,51.730734719762005
2025-02-01 08:00:00.371038,493,86.92357418906559,46.11728355234911
2025-02-01 08:01:00.371038,532,102.73660119212502,53.731974367611016
2025-02-01 08:02:00.371038,576,115.66854707213787,51.3266402749995
2025-02-01 08:03:00.371038,488,105.99089759263809,48.29802421642068
2025-02-01 08:04:00.371038,488,101.75673712491779,46.43979672290988
2025-02-01 08:05:00.371038,578,90.31516353038104,49.07557508450657
2025-02-01 08:06:00.371038,538,86.18230811432296,45.91549374086215
2025-02-01 08:07:00.371038,476,107.70050108917586,50.292193474417935
2025-02-01 08:08:00.371038,527,115.06147240774946,50.42719342609955
2025-02-01 08:09:00.371038,476,95.61150009521829,51.308536417381696
2025-02-01 08:10:00.371038,476,88.60938492383649,58.83121204835927
2025-02-01 08:11:00.371038,512,75.41830569450981,49.33777640150214
2025-02-01 08:12:00.371038,404,90.19235156337463,55.02298933562241
2025-02-01 08:13:00.371038,413,98.8634315750096,51.147936984878505
2025-02-01 08:14:00.371038,471,115.99123240836734,48.80877849050773
2025-02-01 08:15:00.371038,449,106.73133692232969,49.40420365024383
2025-02-01 08:16:00.371038,515,103.05085404706753,49.70586795415975
2025-02-01 08:17:00.371038,454,95.9988033869887,51.39883853864108
2025-02-01 08:18:00.371038,429,94.16834282744044,45.20339617390515
2025-02-01 08:19:00.371038,573,114.05647597507964,42.67329808277516
2025-02-01 08:20:00.371038,488,102.0073854075839,53.271486967371374
2025-02-01 08:21:00.371038,503,78.97399308078978,54.4906191629063
2025-02-01 08:22:00.371038,428,93.26460352102757,53.728179164014016
2025-02-01 08:23:00.371038,472,91.41783968228373,50.77486009278236
2025-02-01 08:24:00.371038,505,94.53735990822535,53.83612313726644
2025-02-01 08:25:00.371038,442,105.62910660285085,53.56714513008571
2025-02-01 08:26:00.371038,518,98.9255511820575,53.938146794774774
2025-02-01 08:27:00.371038,469,99.23134592996338,45.70229589328943
2025-02-01 08:28:00.371038,485,113.13473161325237,44.515241014226845
2025-02-01 08:29:00.371038,469,93.03538910213311,48.05715376623865
2025-02-01 08:30:00.371038,592,118.6419952588735,49.91307945228672
2025-02-01 08:31:00.371038,499,93.28692408628913,48.79039436433855
2025-02-01 08:32:00.371038,447,100.89198196612571,40.616548343310626
2025-02-01 08:33:00.371038,541,97.18796404597234,58.60846306067571
2025-02-01 08:34:00.371038,438,101.23419133500961,48.62977005557132
2025-02-01 08:35:00.371038,510,104.4459199507313,50.86352208288477
2025-02-01 08:36:00.371038,402,104.33835240088877,56.222744953815294
2025-02-01 08:37:00.371038,433,92.4688266937942,38.27513865239398
2025-02-01 08:38:00.371038,509,88.77085322552429,47.44153064044144
2025-02-01 08:39:00.371038,536,125.03171790905711,48.06441363210098
2025-02-01 08:40:00.371038,508,95.16015660399447,48.318449772746774
2025-02-01 08:41:00.371038,494,106.99212438671987,49.13256704643024
2025-02-01 08:42:00.371038,484,83.92358689476804,57.23567399222422
2025-02-01 08:43:00.371038,426,97.20387280095323,53.36729437863611
2025-02-01 08:44:00.371038,464,98.72800616017557,54.79017634314415
2025-02-01 08:45:00.371038,476,104.72815069927833,50.23560135905462
2025-02-01 08:46:00.371038,552,72.7754585900806,43.00313476927249
2025-02-01 08:47:00.371038,517,101.6614061307833,39.60151482426997
2025-02-01 08:48:00.371038,411,88.50258544632106,42.352961383841844
2025-02-01 08:49:00.371038,516,103.24345711194924,51.7988285208301
